timestamp,datetime,symbol,open,high,low,close,volume
1749821400000,2025-06-13 09:30:00,MSFT,476.41,477.76,475.37,477.68,448201.0
1749821460000,2025-06-13 09:31:00,MSFT,477.695,478.46,477.51,478.12,75970.0
1749821520000,2025-06-13 09:32:00,MSFT,478.14,478.47,477.05,477.28,58102.0
1749821580000,2025-06-13 09:33:00,MSFT,477.28,478.09,477.11,478.0,47762.0
1749821640000,2025-06-13 09:34:00,MSFT,478.023,478.2491,477.81,478.2,39699.0
1749821700000,2025-06-13 09:35:00,MSFT,478.155,478.58,478.0,478.1,34422.0
1749821760000,2025-06-13 09:36:00,MSFT,478.065,478.1283,477.6,477.7,30211.0
1749821820000,2025-06-13 09:37:00,MSFT,477.68,478.13,477.54,477.985,32645.0
1749821880000,2025-06-13 09:38:00,MSFT,477.985,478.26,477.6801,478.135,19455.0
1749821940000,2025-06-13 09:39:00,MSFT,478.1375,478.58,478.1375,478.49,27382.0
1749822000000,2025-06-13 09:40:00,MSFT,478.56,478.56,477.82,478.15,24616.0
1749822060000,2025-06-13 09:41:00,MSFT,478.1729,478.5799,477.88,478.01,26710.0
1749822120000,2025-06-13 09:42:00,MSFT,478.0213,478.42,478.0,478.13,17170.0
1749822180000,2025-06-13 09:43:00,MSFT,478.12,478.12,477.76,477.97,32120.0
1749822240000,2025-06-13 09:44:00,MSFT,477.965,478.082,477.765,478.0155,14138.0
1749822300000,2025-06-13 09:45:00,MSFT,478.065,478.065,477.69,477.82,65212.0
1749822360000,2025-06-13 09:46:00,MSFT,477.835,478.18,477.735,477.98,80234.0
1749822420000,2025-06-13 09:47:00,MSFT,477.95,478.11,477.8112,478.085,27102.0
1749822480000,2025-06-13 09:48:00,MSFT,478.09,478.3499,478.03,478.13,39379.0
1749822540000,2025-06-13 09:49:00,MSFT,478.14,478.4458,477.89,478.3,20884.0
1749822600000,2025-06-13 09:50:00,MSFT,478.3,478.7612,478.03,478.54,36012.0
1749822660000,2025-06-13 09:51:00,MSFT,478.59,478.82,478.15,478.15,28798.0
1749822720000,2025-06-13 09:52:00,MSFT,478.2155,478.325,477.97,478.285,19664.0
1749822780000,2025-06-13 09:53:00,MSFT,478.27,478.37,478.05,478.12,13491.0
1749822840000,2025-06-13 09:54:00,MSFT,478.02,478.02,477.7,477.77,12588.0
1749822900000,2025-06-13 09:55:00,MSFT,477.74,478.15,477.74,478.12,19144.0
1749822960000,2025-06-13 09:56:00,MSFT,478.13,478.188,477.9,477.951,11252.0
1749823020000,2025-06-13 09:57:00,MSFT,477.96,478.04,477.89,477.9,10258.0
1749823080000,2025-06-13 09:58:00,MSFT,477.911,478.06,477.84,477.94,15106.0
1749823140000,2025-06-13 09:59:00,MSFT,477.93,478.475,477.93,478.42,14756.0
1749823200000,2025-06-13 10:00:00,MSFT,478.5,479.18,478.27,478.28,41168.0
1749823260000,2025-06-13 10:01:00,MSFT,478.34,478.45,478.05,478.33,25368.0
1749823320000,2025-06-13 10:02:00,MSFT,478.305,478.305,478.06,478.142,14833.0
1749823380000,2025-06-13 10:03:00,MSFT,478.22,478.39,478.09,478.245,16263.0
1749823440000,2025-06-13 10:04:00,MSFT,478.22,478.2998,478.01,478.2,20309.0
1749823500000,2025-06-13 10:05:00,MSFT,478.195,478.285,477.83,477.875,27975.0
1749823560000,2025-06-13 10:06:00,MSFT,477.88,478.1463,477.8001,477.935,15023.0
1749823620000,2025-06-13 10:07:00,MSFT,477.93,477.97,477.6,477.67,20926.0
1749823680000,2025-06-13 10:08:00,MSFT,477.65,478.14,477.62,478.12,79958.0
1749823740000,2025-06-13 10:09:00,MSFT,478.1,478.14,477.56,477.56,47518.0
1749823800000,2025-06-13 10:10:00,MSFT,477.5891,477.5891,476.88,476.8818,22649.0
1749823860000,2025-06-13 10:11:00,MSFT,476.9645,476.9645,476.58,476.58,28648.0
1749823920000,2025-06-13 10:12:00,MSFT,476.575,476.575,476.2,476.4,52761.0
1749823980000,2025-06-13 10:13:00,MSFT,476.34,476.449,476.2,476.23,14107.0
